txn_id,user_id,txn_date,txn_year,txn_month,txn_type,txn_amount,revenue_percent,revenue
3202,158,2025-12-25,2025,12,CARD,2421.5,0.012,29.058
3203,158,2025-11-17,2025,11,CARD,2170.34,0.012,26.04408
3204,158,2025-11-11,2025,11,UPI,597.72,0.005,2.9886000000000004
3205,158,2025-10-05,2025,10,UPI,823.97,0.005,4.1198500000000005
3206,159,2025-10-18,2025,10,CARD,1596.25,0.012,19.155
3207,159,2026-01-20,2026,1,CARD,3699.83,0.012,44.39796
3208,159,2025-12-19,2025,12,UPI,3677.88,0.005,18.389400000000002
3209,159,2026-01-04,2026,1,UPI,3218.64,0.005,16.0932
3210,159,2025-11-14,2025,11,UPI,211.17,0.005,1.05585
3211,159,2025-11-08,2025,11,CARD,1130.53,0.012,13.56636
3212,159,2026-01-22,2026,1,CARD,2967.55,0.012,35.610600000000005
3213,159,2026-01-07,2026,1,UPI,3426.73,0.005,17.13365
3214,159,2025-12-31,2025,12,CARD,2505.28,0.012,30.063360000000003
3215,159,2025-12-31,2025,12,UPI,278.88,0.005,1.3944
3216,159,2025-12-13,2025,12,UPI,1763.02,0.005,8.8151
3217,159,2025-11-28,2025,11,UPI,2771.0,0.005,13.855
3218,159,2025-10-30,2025,10,UPI,2702.69,0.005,13.51345
3219,159,2026-01-16,2026,1,CARD,4822.5,0.012,57.870000000000005
3220,159,2026-01-06,2026,1,UPI,1400.55,0.005,7.00275
3221,159,2025-11-18,2025,11,UPI,3500.58,0.005,17.5029
3222,159,2025-12-19,2025,12,CARD,1764.43,0.012,21.173160000000003
3223,159,2025-10-07,2025,10,CARD,3346.62,0.012,40.15944
3224,159,2025-12-10,2025,12,CARD,1060.57,0.012,12.72684
3225,159,2025-12-31,2025,12,CARD,3682.49,0.012,44.189879999999995
3226,160,2025-11-25,2025,11,UPI,2998.78,0.005,14.993900000000002
3227,160,2025-12-20,2025,12,CARD,3981.12,0.012,47.77344
3228,160,2025-12-04,2025,12,UPI,3355.33,0.005,16.77665
3229,160,2025-10-25,2025,10,CARD,4477.18,0.012,53.72616000000001
3230,160,2025-10-06,2025,10,UPI,560.41,0.005,2.80205
3231,160,2025-12-04,2025,12,CARD,1898.06,0.012,22.77672
3232,160,2026-01-09,2026,1,CARD,2156.19,0.012,25.874280000000002
3233,160,2025-11-17,2025,11,UPI,4925.31,0.005,24.62655
3234,160,2025-10-06,2025,10,UPI,4847.24,0.005,24.2362
3235,160,2026-01-26,2026,1,UPI,4294.89,0.005,21.47445
3236,160,2025-10-31,2025,10,UPI,2862.9,0.005,14.3145
3237,160,2025-12-25,2025,12,CARD,803.37,0.012,9.64044
3238,160,2026-01-04,2026,1,CARD,4024.73,0.012,48.29676
3239,160,2025-11-03,2025,11,CARD,2007.73,0.012,24.092760000000002
3240,160,2025-10-03,2025,10,UPI,3484.37,0.005,17.42185
3241,160,2025-11-26,2025,11,CARD,3294.21,0.012,39.53052
3242,160,2026-01-29,2026,1,UPI,2925.31,0.005,14.62655
3243,160,2025-12-12,2025,12,UPI,2139.25,0.005,10.696250000000001
3244,160,2025-11-22,2025,11,CARD,80.05,0.012,0.9606
3245,160,2026-01-04,2026,1,UPI,1118.42,0.005,5.5921
3246,160,2026-01-13,2026,1,UPI,1822.46,0.005,9.112300000000001
3247,160,2025-11-20,2025,11,UPI,4097.88,0.005,20.4894
3248,160,2025-10-25,2025,10,UPI,3330.62,0.005,16.6531
3249,160,2025-12-09,2025,12,CARD,3245.25,0.012,38.943
3250,160,2026-01-15,2026,1,CARD,3976.15,0.012,47.7138
3251,160,2026-01-21,2026,1,CARD,2419.32,0.012,29.031840000000003
3252,160,2026-01-11,2026,1,UPI,999.3,0.005,4.9965
3253,160,2025-12-18,2025,12,CARD,4137.58,0.012,49.65096
3254,160,2025-10-22,2025,10,CARD,2068.72,0.012,24.82464
3255,160,2025-10-22,2025,10,UPI,927.29,0.005,4.63645
3256,161,2025-10-02,2025,10,CARD,1220.94,0.012,14.651280000000002
3257,161,2025-10-16,2025,10,CARD,3542.61,0.012,42.511320000000005
3258,161,2026-01-14,2026,1,UPI,620.29,0.005,3.10145
3259,161,2025-10-03,2025,10,CARD,3656.9,0.012,43.8828
3260,161,2025-10-21,2025,10,CARD,2071.45,0.012,24.8574
3261,161,2025-11-30,2025,11,UPI,4535.64,0.005,22.6782
3262,161,2025-11-29,2025,11,UPI,632.15,0.005,3.16075
3263,161,2026-01-08,2026,1,CARD,1820.64,0.012,21.84768
3264,161,2025-11-24,2025,11,CARD,3255.84,0.012,39.070080000000004
3265,161,2025-10-13,2025,10,UPI,3473.34,0.005,17.3667
3266,161,2025-11-18,2025,11,CARD,638.47,0.012,7.66164
3267,161,2026-01-21,2026,1,CARD,2225.62,0.012,26.70744
3268,161,2025-10-27,2025,10,UPI,3964.42,0.005,19.822100000000002
3269,161,2025-11-21,2025,11,UPI,1892.5,0.005,9.4625
3270,161,2026-01-05,2026,1,CARD,3588.65,0.012,43.0638
3271,161,2025-11-22,2025,11,UPI,1911.89,0.005,9.55945
3272,161,2026-01-11,2026,1,CARD,1557.99,0.012,18.69588
3273,161,2025-12-04,2025,12,UPI,1116.05,0.005,5.5802499999999995
3274,161,2025-12-06,2025,12,UPI,4914.55,0.005,24.572750000000003
3275,161,2025-10-31,2025,10,UPI,3425.79,0.005,17.12895
3276,161,2026-01-09,2026,1,CARD,2132.97,0.012,25.59564
3277,162,2026-01-04,2026,1,UPI,1645.66,0.005,8.2283
3278,162,2025-11-22,2025,11,UPI,2975.32,0.005,14.876600000000002
3279,162,2025-10-23,2025,10,CARD,1342.28,0.012,16.10736
3280,162,2025-12-11,2025,12,UPI,633.6,0.005,3.168
3281,162,2025-12-02,2025,12,CARD,2926.97,0.012,35.12364
3282,162,2026-01-16,2026,1,CARD,1239.95,0.012,14.8794
3283,162,2025-12-02,2025,12,UPI,2934.16,0.005,14.6708
3284,162,2025-12-09,2025,12,CARD,4594.6,0.012,55.135200000000005
3285,162,2025-11-23,2025,11,UPI,1763.57,0.005,8.81785
3286,162,2025-11-09,2025,11,CARD,4522.13,0.012,54.26556
3287,162,2025-10-25,2025,10,UPI,355.8,0.005,1.7790000000000001
3288,162,2025-11-08,2025,11,UPI,3377.74,0.005,16.8887
3289,162,2025-10-19,2025,10,CARD,533.45,0.012,6.401400000000001
3290,162,2026-01-22,2026,1,UPI,3163.62,0.005,15.8181
3291,162,2025-12-03,2025,12,CARD,1720.69,0.012,20.64828
3292,162,2025-12-25,2025,12,UPI,3321.64,0.005,16.6082
3293,162,2025-10-16,2025,10,UPI,699.76,0.005,3.4988
3294,162,2025-11-19,2025,11,UPI,3331.35,0.005,16.65675
3295,162,2025-12-23,2025,12,UPI,3506.24,0.005,17.5312
3296,162,2025-10-05,2025,10,CARD,2768.71,0.012,33.22452
3297,162,2025-12-16,2025,12,UPI,251.55,0.005,1.2577500000000001
3298,162,2025-10-28,2025,10,UPI,315.04,0.005,1.5752000000000002
3299,162,2025-11-14,2025,11,CARD,4820.69,0.012,57.848279999999995
3300,162,2025-10-13,2025,10,CARD,3386.62,0.012,40.63944
3301,162,2025-11-03,2025,11,CARD,4729.27,0.012,56.75124000000001
3302,162,2025-11-05,2025,11,CARD,3480.5,0.012,41.766
3303,162,2025-10-22,2025,10,UPI,2219.17,0.005,11.09585
3304,163,2025-11-12,2025,11,UPI,4841.69,0.005,24.20845
3305,163,2025-10-31,2025,10,UPI,4567.58,0.005,22.8379
3306,163,2025-10-05,2025,10,UPI,513.33,0.005,2.56665
3307,163,2025-11-30,2025,11,UPI,1669.78,0.005,8.3489
3308,163,2025-11-01,2025,11,UPI,2254.52,0.005,11.2726
3309,163,2025-10-09,2025,10,UPI,1220.41,0.005,6.10205
3310,163,2025-12-19,2025,12,UPI,3929.59,0.005,19.64795
3311,163,2025-11-15,2025,11,CARD,164.26,0.012,1.97112
3312,163,2025-12-01,2025,12,CARD,188.55,0.012,2.2626000000000004
3313,163,2025-11-01,2025,11,UPI,289.68,0.005,1.4484000000000001
3314,163,2025-10-02,2025,10,CARD,2490.68,0.012,29.88816
3315,163,2025-12-26,2025,12,CARD,193.91,0.012,2.32692
3316,163,2025-11-17,2025,11,UPI,3877.43,0.005,19.38715
3317,163,2025-10-07,2025,10,CARD,3111.96,0.012,37.34352
3318,163,2025-12-22,2025,12,UPI,1795.1,0.005,8.9755
3319,163,2026-01-26,2026,1,UPI,1902.17,0.005,9.510850000000001
3320,164,2025-10-28,2025,10,UPI,3301.39,0.005,16.50695
3321,164,2025-10-15,2025,10,UPI,3854.48,0.005,19.2724
3322,164,2025-10-23,2025,10,UPI,512.59,0.005,2.5629500000000003
3323,164,2025-11-21,2025,11,CARD,4927.36,0.012,59.128319999999995
3324,164,2025-12-09,2025,12,UPI,546.16,0.005,2.7308
3325,164,2025-12-04,2025,12,CARD,252.25,0.012,3.027
3326,164,2025-12-25,2025,12,CARD,2691.95,0.012,32.303399999999996
3327,164,2025-10-15,2025,10,UPI,4772.74,0.005,23.863699999999998
3328,164,2025-10-08,2025,10,CARD,1183.06,0.012,14.19672
3329,164,2026-01-26,2026,1,UPI,663.36,0.005,3.3168
3330,164,2025-12-30,2025,12,UPI,3329.82,0.005,16.6491
3331,164,2026-01-01,2026,1,UPI,3214.91,0.005,16.07455
3332,164,2025-11-30,2025,11,UPI,4304.73,0.005,21.52365
3333,164,2025-10-10,2025,10,UPI,4733.16,0.005,23.6658
3334,164,2025-10-11,2025,10,UPI,77.71,0.005,0.38854999999999995
3335,164,2025-12-27,2025,12,CARD,4713.51,0.012,56.56212000000001
3336,164,2025-10-10,2025,10,CARD,2951.46,0.012,35.41752
3337,164,2025-11-17,2025,11,UPI,1466.64,0.005,7.333200000000001
3338,164,2025-10-15,2025,10,CARD,1231.86,0.012,14.782319999999999
3339,164,2025-12-20,2025,12,UPI,860.39,0.005,4.30195
3340,165,2025-12-11,2025,12,UPI,4452.34,0.005,22.2617
3341,165,2025-12-09,2025,12,UPI,2275.47,0.005,11.37735
3342,165,2025-10-25,2025,10,CARD,3918.65,0.012,47.0238
3343,165,2025-11-09,2025,11,UPI,2213.88,0.005,11.0694
3344,165,2025-10-13,2025,10,UPI,4736.0,0.005,23.68
3345,165,2025-11-13,2025,11,CARD,3351.38,0.012,40.21656
3346,165,2025-10-05,2025,10,CARD,3816.35,0.012,45.7962
3347,165,2025-11-10,2025,11,UPI,659.92,0.005,3.2996
3348,165,2025-12-19,2025,12,CARD,1761.13,0.012,21.133560000000003
3349,165,2025-11-18,2025,11,CARD,2848.11,0.012,34.17732
3350,165,2026-01-07,2026,1,UPI,1501.81,0.005,7.50905
3351,165,2026-01-10,2026,1,CARD,1465.97,0.012,17.59164
3352,165,2025-10-08,2025,10,UPI,2936.29,0.005,14.68145
3353,165,2025-10-16,2025,10,UPI,3669.38,0.005,18.3469
3354,165,2025-12-24,2025,12,UPI,1223.38,0.005,6.116900000000001
3355,166,2025-12-12,2025,12,CARD,3953.21,0.012,47.438520000000004
3356,166,2025-11-19,2025,11,UPI,730.21,0.005,3.65105
3357,166,2026-01-15,2026,1,CARD,749.31,0.012,8.991719999999999
3358,166,2026-01-10,2026,1,UPI,2295.97,0.005,11.479849999999999
3359,166,2025-11-18,2025,11,UPI,3152.92,0.005,15.764600000000002
3360,166,2025-12-21,2025,12,CARD,3146.72,0.012,37.760639999999995
3361,166,2025-10-09,2025,10,CARD,4220.62,0.012,50.64744
3362,166,2025-10-06,2025,10,UPI,4856.39,0.005,24.281950000000002
3363,166,2025-10-26,2025,10,CARD,435.26,0.012,5.22312
3364,166,2025-12-13,2025,12,CARD,783.88,0.012,9.40656
3365,166,2025-12-18,2025,12,CARD,4717.83,0.012,56.61396
3366,166,2025-12-06,2025,12,CARD,2978.29,0.012,35.73948
3367,166,2025-12-28,2025,12,CARD,1479.56,0.012,17.75472
3368,166,2025-10-29,2025,10,UPI,965.9,0.005,4.8295
3369,166,2025-10-28,2025,10,UPI,2633.85,0.005,13.16925
3370,166,2025-11-16,2025,11,CARD,1946.12,0.012,23.35344
3371,166,2025-12-14,2025,12,CARD,4894.74,0.012,58.73688
3372,166,2025-12-20,2025,12,CARD,846.19,0.012,10.154280000000002
3373,166,2025-11-22,2025,11,UPI,1619.77,0.005,8.09885
3374,166,2025-12-12,2025,12,UPI,693.51,0.005,3.46755
3375,166,2025-12-20,2025,12,UPI,1756.59,0.005,8.78295
3376,166,2025-10-23,2025,10,CARD,1978.98,0.012,23.74776
3377,166,2025-12-06,2025,12,CARD,2993.56,0.012,35.92272
3378,166,2026-01-02,2026,1,CARD,4502.3,0.012,54.02760000000001
3379,166,2025-12-21,2025,12,UPI,2447.71,0.005,12.23855
3380,167,2025-11-28,2025,11,CARD,1511.17,0.012,18.134040000000002
3381,167,2025-11-22,2025,11,UPI,3756.44,0.005,18.7822
3382,167,2026-01-19,2026,1,UPI,3769.75,0.005,18.84875
3383,167,2025-11-20,2025,11,UPI,1859.99,0.005,9.29995
3384,167,2025-12-06,2025,12,CARD,3099.87,0.012,37.19844
3385,167,2025-10-08,2025,10,CARD,595.6,0.012,7.147200000000001
3386,167,2026-01-04,2026,1,CARD,2649.03,0.012,31.788360000000004
3387,167,2025-11-09,2025,11,UPI,1906.82,0.005,9.5341
3388,167,2025-10-13,2025,10,UPI,3655.27,0.005,18.27635
3389,167,2025-12-02,2025,12,UPI,4376.52,0.005,21.882600000000004
3390,167,2025-12-16,2025,12,CARD,401.38,0.012,4.81656
3391,167,2025-10-09,2025,10,UPI,2800.09,0.005,14.00045
3392,167,2025-11-26,2025,11,UPI,1152.88,0.005,5.764400000000001
3393,167,2025-10-04,2025,10,UPI,4028.51,0.005,20.14255
3394,167,2025-12-17,2025,12,CARD,2773.24,0.012,33.27888
3395,167,2026-01-06,2026,1,CARD,2382.48,0.012,28.589760000000002
3396,167,2026-01-22,2026,1,UPI,1671.75,0.005,8.35875
3397,167,2025-12-11,2025,12,CARD,2772.68,0.012,33.27216
3398,168,2025-10-17,2025,10,CARD,2996.66,0.012,35.95992
3399,168,2025-12-08,2025,12,CARD,981.81,0.012,11.78172
3400,168,2025-10-07,2025,10,UPI,2815.01,0.005,14.075050000000001
3401,168,2025-10-08,2025,10,CARD,1058.66,0.012,12.703920000000002
3402,168,2025-12-26,2025,12,UPI,1425.83,0.005,7.12915
3403,168,2026-01-26,2026,1,CARD,3737.13,0.012,44.84556
3404,168,2025-10-15,2025,10,CARD,2574.27,0.012,30.89124
3405,168,2025-11-04,2025,11,UPI,309.31,0.005,1.54655
3406,168,2025-10-16,2025,10,CARD,4217.87,0.012,50.61444
3407,168,2025-10-03,2025,10,UPI,4463.25,0.005,22.31625
3408,168,2025-10-15,2025,10,UPI,1810.19,0.005,9.05095
3409,168,2026-01-16,2026,1,CARD,1868.33,0.012,22.41996
3410,168,2025-11-10,2025,11,CARD,1833.99,0.012,22.00788
3411,168,2025-12-21,2025,12,UPI,4530.1,0.005,22.6505
3412,168,2025-12-27,2025,12,UPI,1047.98,0.005,5.2399000000000004
3413,168,2025-10-08,2025,10,CARD,565.24,0.012,6.7828800000000005
3414,168,2025-11-19,2025,11,UPI,510.22,0.005,2.5511000000000004
3415,168,2025-11-21,2025,11,UPI,4753.26,0.005,23.7663
3416,168,2025-11-28,2025,11,UPI,2291.3,0.005,11.456500000000002
3417,169,2025-12-31,2025,12,UPI,2618.2,0.005,13.091
3418,169,2025-12-08,2025,12,UPI,1931.37,0.005,9.65685
3419,169,2025-12-09,2025,12,UPI,1259.58,0.005,6.297899999999999
3420,169,2025-11-15,2025,11,CARD,955.62,0.012,11.46744
3421,169,2025-10-16,2025,10,CARD,821.51,0.012,9.85812
3422,169,2026-01-04,2026,1,CARD,1086.65,0.012,13.039800000000001
3423,169,2026-01-13,2026,1,CARD,4730.34,0.012,56.76408
3424,169,2025-10-08,2025,10,CARD,3101.85,0.012,37.2222
3425,169,2025-11-27,2025,11,UPI,3248.27,0.005,16.24135
3426,169,2025-10-13,2025,10,CARD,3873.81,0.012,46.48572
3427,169,2025-10-12,2025,10,UPI,4768.24,0.005,23.8412
3428,169,2025-12-04,2025,12,CARD,1296.79,0.012,15.56148
3429,169,2025-12-29,2025,12,CARD,596.99,0.012,7.163880000000001
3430,170,2025-10-10,2025,10,UPI,2141.3,0.005,10.706500000000002
3431,170,2025-10-25,2025,10,CARD,1412.31,0.012,16.94772
3432,170,2026-01-06,2026,1,CARD,3760.88,0.012,45.13056
3433,170,2026-01-29,2026,1,CARD,2409.91,0.012,28.91892
3434,170,2025-10-08,2025,10,UPI,4435.04,0.005,22.1752
3435,170,2025-10-10,2025,10,CARD,2549.09,0.012,30.589080000000003
3436,170,2026-01-08,2026,1,UPI,912.82,0.005,4.564100000000001
3437,170,2025-11-14,2025,11,UPI,898.5,0.005,4.4925
3438,170,2025-12-09,2025,12,CARD,3531.57,0.012,42.378840000000004
3439,170,2025-12-22,2025,12,UPI,2251.21,0.005,11.25605
3440,170,2025-10-05,2025,10,UPI,3895.78,0.005,19.478900000000003
3441,171,2026-01-15,2026,1,CARD,707.85,0.012,8.494200000000001
3442,171,2025-12-30,2025,12,CARD,4033.98,0.012,48.40776
3443,171,2025-10-21,2025,10,UPI,4143.57,0.005,20.71785
3444,171,2025-12-08,2025,12,CARD,666.07,0.012,7.992840000000001
3445,171,2026-01-24,2026,1,CARD,508.58,0.012,6.1029599999999995
3446,171,2025-12-18,2025,12,CARD,1034.68,0.012,12.416160000000001
3447,171,2025-12-30,2025,12,CARD,4558.63,0.012,54.70356
3448,171,2026-01-08,2026,1,CARD,2157.71,0.012,25.89252
3449,171,2025-12-24,2025,12,UPI,4827.36,0.005,24.136799999999997
3450,171,2025-10-02,2025,10,UPI,293.34,0.005,1.4667
3451,171,2026-01-28,2026,1,UPI,4112.31,0.005,20.561550000000004
3452,171,2025-10-19,2025,10,CARD,1119.72,0.012,13.43664
3453,171,2025-11-16,2025,11,UPI,1270.89,0.005,6.354450000000001
3454,171,2025-11-26,2025,11,UPI,3237.45,0.005,16.18725
3455,171,2026-01-17,2026,1,CARD,3920.73,0.012,47.04876
3456,171,2026-01-01,2026,1,CARD,3680.84,0.012,44.170080000000006
3457,171,2026-01-17,2026,1,UPI,3189.24,0.005,15.9462
3458,171,2025-10-23,2025,10,CARD,1566.46,0.012,18.797520000000002
3459,171,2025-11-29,2025,11,CARD,3571.66,0.012,42.85992
3460,171,2025-12-20,2025,12,UPI,2547.76,0.005,12.738800000000001
3461,171,2025-11-18,2025,11,UPI,1162.22,0.005,5.811100000000001
3462,172,2025-11-12,2025,11,CARD,3446.84,0.012,41.362080000000006
3463,172,2025-12-31,2025,12,CARD,1599.81,0.012,19.19772
3464,172,2025-10-21,2025,10,CARD,3633.34,0.012,43.600080000000005
3465,172,2025-11-01,2025,11,UPI,3418.32,0.005,17.0916
3466,172,2025-11-19,2025,11,CARD,2110.85,0.012,25.330199999999998
3467,172,2025-11-30,2025,11,UPI,4118.88,0.005,20.5944
3468,172,2026-01-01,2026,1,UPI,3953.05,0.005,19.76525
3469,172,2026-01-04,2026,1,CARD,433.73,0.012,5.20476
3470,172,2026-01-21,2026,1,UPI,382.49,0.005,1.91245
3471,172,2025-11-09,2025,11,UPI,1318.7,0.005,6.593500000000001
3472,172,2025-11-14,2025,11,CARD,957.87,0.012,11.49444
3473,172,2025-11-15,2025,11,CARD,3979.56,0.012,47.75472
3474,172,2026-01-17,2026,1,UPI,1474.94,0.005,7.374700000000001
3475,172,2025-11-15,2025,11,CARD,159.52,0.012,1.9142400000000002
3476,172,2026-01-14,2026,1,CARD,754.4,0.012,9.0528
3477,172,2026-01-14,2026,1,UPI,3465.91,0.005,17.32955
3478,172,2026-01-15,2026,1,UPI,4463.77,0.005,22.31885
3479,172,2025-11-27,2025,11,CARD,3810.77,0.012,45.72924
3480,172,2025-12-28,2025,12,UPI,4579.51,0.005,22.897550000000003
3481,172,2025-11-17,2025,11,CARD,4801.24,0.012,57.61488
3482,173,2025-10-28,2025,10,UPI,1302.74,0.005,6.5137
3483,173,2025-10-09,2025,10,CARD,65.33,0.012,0.78396
3484,173,2025-10-06,2025,10,UPI,1441.66,0.005,7.2083
3485,173,2026-01-29,2026,1,CARD,2005.39,0.012,24.064680000000003
3486,173,2026-01-02,2026,1,UPI,3250.03,0.005,16.25015
3487,173,2025-10-04,2025,10,CARD,382.97,0.012,4.59564
3488,173,2025-10-03,2025,10,UPI,673.46,0.005,3.3673
3489,173,2025-11-10,2025,11,CARD,4163.36,0.012,49.960319999999996
3490,173,2025-11-02,2025,11,CARD,1754.14,0.012,21.049680000000002
3491,173,2025-10-08,2025,10,CARD,851.81,0.012,10.22172
3492,173,2025-10-21,2025,10,UPI,4090.81,0.005,20.45405
3493,173,2026-01-10,2026,1,CARD,1202.35,0.012,14.428199999999999
3494,173,2026-01-06,2026,1,CARD,2924.39,0.012,35.09268
3495,173,2026-01-11,2026,1,CARD,4017.89,0.012,48.21468
3496,173,2025-12-05,2025,12,UPI,3520.46,0.005,17.6023
3497,173,2025-11-18,2025,11,UPI,616.47,0.005,3.0823500000000004
3498,173,2025-12-09,2025,12,UPI,1620.47,0.005,8.10235
3499,174,2026-01-10,2026,1,CARD,3241.7,0.012,38.9004
3500,174,2025-10-04,2025,10,CARD,4577.25,0.012,54.927
3501,174,2025-10-01,2025,10,UPI,3157.27,0.005,15.78635
3502,174,2025-12-09,2025,12,CARD,2809.48,0.012,33.71376
3503,174,2026-01-15,2026,1,UPI,2515.12,0.005,12.5756
3504,174,2026-01-14,2026,1,CARD,4888.23,0.012,58.658759999999994
3505,174,2025-12-20,2025,12,CARD,928.28,0.012,11.13936
3506,174,2026-01-25,2026,1,UPI,193.5,0.005,0.9675
3507,174,2025-11-30,2025,11,UPI,1559.21,0.005,7.79605
3508,174,2026-01-26,2026,1,UPI,2975.38,0.005,14.876900000000001
3509,174,2025-12-03,2025,12,CARD,1828.26,0.012,21.93912
3510,174,2026-01-25,2026,1,UPI,4191.9,0.005,20.9595
3511,174,2026-01-19,2026,1,CARD,3697.47,0.012,44.36964
3512,174,2026-01-28,2026,1,CARD,3985.79,0.012,47.829480000000004
3513,174,2026-01-02,2026,1,CARD,249.23,0.012,2.99076
3514,174,2026-01-28,2026,1,UPI,1419.66,0.005,7.098300000000001
3515,174,2026-01-26,2026,1,UPI,1644.84,0.005,8.2242
3516,174,2025-11-07,2025,11,CARD,3813.32,0.012,45.759840000000004
3517,174,2025-12-21,2025,12,CARD,247.29,0.012,2.96748
3518,174,2025-12-01,2025,12,CARD,4674.22,0.012,56.09064000000001
3519,174,2025-12-24,2025,12,CARD,1379.51,0.012,16.55412
3520,174,2025-10-19,2025,10,CARD,3553.14,0.012,42.637679999999996
3521,174,2025-12-12,2025,12,CARD,4327.58,0.012,51.93096
3522,174,2025-11-23,2025,11,UPI,206.33,0.005,1.0316500000000002
3523,174,2025-10-15,2025,10,UPI,485.51,0.005,2.42755
3524,174,2025-11-19,2025,11,CARD,4864.51,0.012,58.374120000000005
3525,174,2025-12-19,2025,12,UPI,2628.95,0.005,13.14475
3526,174,2025-11-04,2025,11,UPI,3453.97,0.005,17.269849999999998
3527,174,2025-11-21,2025,11,CARD,3089.21,0.012,37.07052
3528,175,2026-01-02,2026,1,CARD,3158.66,0.012,37.90392
3529,175,2025-10-20,2025,10,CARD,3195.41,0.012,38.34492
3530,175,2026-01-24,2026,1,CARD,1663.42,0.012,19.96104
3531,175,2025-10-26,2025,10,UPI,1149.49,0.005,5.74745
3532,175,2025-10-02,2025,10,UPI,2350.9,0.005,11.7545
3533,175,2026-01-08,2026,1,CARD,3178.28,0.012,38.13936
3534,175,2025-10-05,2025,10,CARD,596.24,0.012,7.15488
3535,175,2025-11-19,2025,11,UPI,127.52,0.005,0.6376
3536,175,2026-01-07,2026,1,CARD,4498.85,0.012,53.986200000000004
3537,175,2025-12-24,2025,12,CARD,3306.59,0.012,39.679080000000006
3538,175,2025-10-14,2025,10,CARD,319.66,0.012,3.83592
3539,175,2026-01-28,2026,1,CARD,89.2,0.012,1.0704
3540,175,2025-12-30,2025,12,UPI,4005.97,0.005,20.02985
3541,175,2026-01-05,2026,1,UPI,1206.07,0.005,6.030349999999999
3542,175,2025-11-24,2025,11,CARD,4104.6,0.012,49.2552
3543,175,2025-11-15,2025,11,CARD,992.46,0.012,11.90952
3544,175,2025-11-25,2025,11,CARD,2284.97,0.012,27.419639999999998
3545,175,2025-12-01,2025,12,UPI,1054.63,0.005,5.27315
3546,175,2025-12-20,2025,12,UPI,1410.73,0.005,7.05365
3547,175,2025-11-19,2025,11,UPI,4269.2,0.005,21.346
3548,175,2025-10-04,2025,10,UPI,3320.1,0.005,16.6005
3549,175,2025-11-12,2025,11,UPI,1884.28,0.005,9.4214
3550,176,2025-11-08,2025,11,CARD,2871.39,0.012,34.45668
3551,176,2025-12-14,2025,12,UPI,2530.91,0.005,12.65455
3552,176,2025-12-18,2025,12,UPI,2396.79,0.005,11.98395
3553,176,2025-11-17,2025,11,UPI,1056.22,0.005,5.2811
3554,176,2025-11-13,2025,11,UPI,3533.04,0.005,17.6652
3555,176,2025-12-10,2025,12,UPI,4627.74,0.005,23.1387
3556,176,2025-12-02,2025,12,CARD,2513.98,0.012,30.16776
3557,176,2025-11-01,2025,11,CARD,1452.62,0.012,17.43144
3558,176,2025-11-11,2025,11,CARD,3975.79,0.012,47.70948
3559,176,2025-11-05,2025,11,UPI,1703.74,0.005,8.5187
3560,176,2025-10-19,2025,10,CARD,4130.56,0.012,49.566720000000004
3561,176,2025-12-07,2025,12,UPI,2981.47,0.005,14.90735
3562,176,2025-11-07,2025,11,UPI,278.62,0.005,1.3931
3563,176,2025-11-15,2025,11,UPI,646.04,0.005,3.2302
3564,176,2025-10-05,2025,10,CARD,691.26,0.012,8.29512
3565,176,2025-12-25,2025,12,CARD,2187.99,0.012,26.255879999999998
3566,176,2026-01-19,2026,1,CARD,1814.08,0.012,21.76896
3567,176,2026-01-25,2026,1,UPI,220.71,0.005,1.10355
3568,176,2025-12-30,2025,12,CARD,2241.54,0.012,26.89848
3569,176,2025-10-31,2025,10,UPI,3853.15,0.005,19.26575
3570,176,2026-01-24,2026,1,CARD,2978.83,0.012,35.74596
3571,176,2025-10-27,2025,10,CARD,4560.74,0.012,54.72888
3572,176,2025-12-18,2025,12,CARD,670.21,0.012,8.042520000000001
3573,177,2025-10-19,2025,10,CARD,103.03,0.012,1.2363600000000001
3574,177,2025-11-16,2025,11,CARD,3233.93,0.012,38.807159999999996
3575,177,2025-11-01,2025,11,CARD,1115.19,0.012,13.382280000000002
3576,177,2025-10-11,2025,10,UPI,625.04,0.005,3.1252
3577,177,2025-11-04,2025,11,CARD,2104.85,0.012,25.2582
3578,177,2025-10-28,2025,10,UPI,3967.2,0.005,19.836
3579,177,2025-12-05,2025,12,CARD,4928.61,0.012,59.143319999999996
3580,177,2026-01-02,2026,1,UPI,1057.53,0.005,5.28765
3581,177,2025-11-06,2025,11,CARD,454.69,0.012,5.4562800000000005
3582,177,2025-11-12,2025,11,CARD,637.82,0.012,7.653840000000001
3583,177,2025-12-02,2025,12,CARD,4287.6,0.012,51.45120000000001
3584,177,2025-12-20,2025,12,UPI,1827.12,0.005,9.1356
3585,177,2025-11-01,2025,11,CARD,4337.92,0.012,52.055040000000005
3586,177,2025-11-28,2025,11,CARD,1052.01,0.012,12.62412
3587,177,2025-10-15,2025,10,UPI,3237.22,0.005,16.1861
3588,177,2026-01-14,2026,1,UPI,1364.04,0.005,6.8202
3589,177,2025-12-29,2025,12,CARD,3493.23,0.012,41.91876
3590,177,2025-11-21,2025,11,UPI,3834.4,0.005,19.172
3591,177,2026-01-23,2026,1,CARD,3800.32,0.012,45.603840000000005
